роман,"novel; love affair, romance",,,
смех,"laughter, laugh",,,
твёрдый,"hard, firm, solid",,,
тон,"tone, musical tone; colour tone, tint","(nom pl тоны, g pl тонов) tone, musical tone; (nom pl тона, g pl тонов) colour tone, tint",,
абсолютно,absolutely,,,
деталь (f),detail; component (of machine),,,
объём,"volume, capacity, size",,,
интересно,interestingly; it is interesting,,,
книжка,(small) book,g pl книжек; записная книжка notebook,,
курс,"course, course of study; rate of exchange",,,
почва,soil,,,
низкий,low,,,
очевидно,obviously,,,
пыль (f),dust,"pr sg о пыли, в пыли",,
светлый,"light, bright",светлая комната light room,,
серый,grey,серый волк grey wolf,,
анализ,analysis,,,
влияние,influence,оказать влияние на +а to influence s.o. or sth,,
молчать/по-,to be silent for a while,"p: помолчу, помолчишь",,
руководство,"leadership; guide, manual",,,
атомный,atomic,атомная электростанция atomic power station,,
граница,frontier; limit,за границей abroad,,
защита,defence,no pl; в защиту кого-нибудь in defence of s.o.,,
кусок,piece,g sg куска; кусок сахара sugar lump,,
молчание,silence,Молчание - знак согласия Silence gives consent,,
наверное,probably,,,
неожиданно,unexpectedly,,,
пара,"pair, couple",пара сапог a pair of boots,,
платок,"shawl, kerchief",g sg платка; носовой платок handkerchief,,
практический,practical,практический опыт practical experience,,
предел,limit,в пределах +g within,,
стенка,"wall, partition, side",g pl стенок; стенки трубки sides of a tube,,
существо,"essence; being, creature",живое существо living creature,,
тишина,"quiet, silence",нарушить тишину to break the silence,,
товар,"commodity, article",товары широкого потребления consumer goods,,
вершина,"summit, peak",вершина горы mountain peak,,
взрыв,explosion,произвести взрыв to cause an explosion,,
виноватый,"guilty, to blame",Он не виноват It’s not his fault,,
вырастать/вырасти,"to grow, increase","p вырасту, вырастешь, past вырос, выросла",,
гражданский,"civil, civic",гражданская война civil war,,
деятель (m),"agent, figure",государственный деятель statesman,,
дождь (m),rain,g sg дождя; под дождём in the rain,,
называться/назваться,to be called,,,
невозможно,impossibly; it is impossible,Его невозможно найти Не can’t be found,,
обещать (i/p) (+d),to promise (s.o.),р also по-,,
позволять/позволить (+d),to permit (s.o.),"i: позволяю, позволяешь; p: позволю, позволишь",,
роль (f),role,"nom pl роли, g pl ролей",,
сестра,sister,"nom pl сёстры, g pl сестёр, d pl сёстрам, inst pl сёстрами, pr pl сёстрах",,
следовательно,"consequently, therefore",,,
столица,capital (city),жить в столице to live in the capital,,
фигура,figure,стройная фигура shapely figure,,
царь (m),tsar,"g sg царя, inst sg царём",,
бедный,poor,бедные люди poor people,,
верхний,upper,верхняя полка upper berth,,
вслед (за +inst),after,вслед за ним after him,,
изменение,"change, alteration",внести изменения в +a to make changes in,,
носить (i) (+a),to carry (around); wear,"ношу, носишь; indet of нести i",,
особенность (f),"peculiarity, special feature",в особенности in particular,,
